0, 0, 249998, 500000, -1, -1, -1, -1
1, 7.12617, 18516, 36977, -1, -1, -1, -1
2, 0.0827971, 19616, 129734, -1, -1, -1, -1
3, 5.88514, 106465, 587089, 1.13039e+08, 2478.01, 1, -1
7, 8.51475, 19244, 127096, 3.93992e+07, 328.775, -1, -1
3, 0.0788919, 19265, 127209, 3.93992e+07, 329.818, 0, -1
6, 0.107791, 30789, 190213, 3.93992e+07, 224.22, -1, -1
7, 1.91561, 21241, 137149, 3.93992e+07, 301.146, -1, -1
8, 1.12365, 21241, 121368, 8218.79, 9.92786, -1, -1
9, 0.36274, 21241, 121368, 5713.43, 8.81107, -1, -1
6, 0.0784104, 25283, 140425, 5713.43, 8.24295, -1, -1
7, 1.91618, 20401, 117163, 88.3975, 8.29067, -1, -1
8, 0.58576, 20401, 114837, 81.8581, 7.88497, -1, -1
9, 0.31435, 20401, 114837, 81.8581, 7.60871, -1, -1
6, 0.0688278, 23370, 127759, 81.8581, 7.27856, -1, -1
7, 1.40873, 20248, 114032, 81.8581, 7.5153, -1, -1
8, 0.451834, 20248, 113016, 81.8581, 7.37635, -1, -1
9, 0.284682, 20248, 113016, 81.8581, 7.25959, -1, -1
6, 0.124281, 38523, 209689, 98.7938, 6.49144, -1, -1
7, 2.37329, 25198, 143209, 59.6029, 6.28621, -1, -1
8, 0.904648, 25198, 141963, 59.6029, 5.96046, -1, -1
9, 0.333926, 25198, 141963, 59.6029, 5.70776, -1, -1
6, 0.0877915, 30380, 165927, 59.6029, 5.51034, -1, -1
7, 1.38781, 25149, 141956, 59.6029, 5.66091, -1, -1
8, 0.599995, 25149, 141299, 59.6029, 5.55962, -1, -1
9, 0.357963, 25149, 141299, 46.4541, 5.45102, -1, -1
6, 0.0818505, 28901, 157763, 46.4541, 5.32983, -1, -1
7, 1.2865, 24999, 140481, 46.4541, 5.43254, -1, -1
8, 0.558375, 24999, 140051, 46.4541, 5.38316, -1, -1
9, 0.288008, 24999, 140051, 46.4541, 5.32079, -1, -1
6, 0.229846, 69423, 374933, 52.4624, 5.09615, -1, -1
7, 2.86349, 39938, 227410, 30.9508, 4.71579, -1, -1
8, 1.77908, 39938, 225198, 30.9508, 4.41884, -1, -1
9, 0.435643, 39938, 225198, 30.6954, 4.18111, -1, -1
6, 0.154576, 49849, 271809, 30.6954, 4.21207, -1, -1
7, 1.90587, 39586, 223547, 30.6954, 4.17227, -1, -1
8, 0.999872, 39586, 222886, 30.6954, 4.09905, -1, -1
9, 0.43337, 39586, 222886, 29.4052, 4.00253, -1, -1
6, 0.135161, 46301, 253209, 29.4052, 4.03897, -1, -1
7, 1.45111, 39411, 222094, 22.3617, 4.00388, -1, -1
8, 0.87897, 39411, 221924, 22.3617, 3.98185, -1, -1
9, 0.388425, 39411, 221924, 22.3617, 3.93265, -1, -1
6, 0.130952, 44803, 245645, 22.3617, 3.96651, -1, -1
7, 1.31918, 39261, 221163, 22.3617, 3.93795, -1, -1
8, 0.799081, 39261, 221087, 22.3617, 3.92762, -1, -1
9, 0.376437, 39261, 221087, 22.3617, 3.8998, -1, -1
6, 0.223555, 72257, 391858, 24.6474, 4.20856, -1, -1
7, 2.90613, 49310, 278365, 16.761, 3.93246, -1, -1
8, 1.98203, 49310, 277752, 16.761, 3.87241, -1, -1
9, 0.548143, 49310, 277752, 16.761, 3.75527, -1, -1
6, 0.181397, 60578, 330908, 16.761, 3.85868, -1, -1
7, 1.97175, 49042, 276886, 16.761, 3.76197, -1, -1
8, 1.13321, 49042, 276753, 16.761, 3.74941, -1, -1
9, 0.506066, 49042, 276753, 14.5241, 3.69898, -1, -1
6, 0.166169, 57252, 314259, 14.5241, 3.77998, -1, -1
7, 1.81388, 48878, 276151, 14.5241, 3.7069, -1, -1
8, 1.05661, 48878, 276121, 14.5241, 3.70143, -1, -1
9, 0.463516, 48878, 276121, 14.5241, 3.67571, -1, -1
6, 0.15863, 52760, 294178, 17.3252, 3.72604, -1, -1
7, 2.34337, 49251, 278254, 9.1289, 3.68679, -1, -1
8, 1.03261, 49251, 278242, 9.1289, 3.68356, -1, -1
9, 0.466651, 49251, 278242, 9.00517, 3.66561, -1, -1
7, 2.44267, 48899, 276377, 7.97778, 3.6645, -1, -1
4, 59.5842, 48899, 276377, 7.97778, 3.6645, -1, -1
5, 0.52796, 25550, 90642, 7.97778, 3.70696, -1, -1
-1, 73.2852, 25550, 90642, 7.97778, 3.70696, 0, 410
