0, 0, 308443, 184894, -1, -1, -1, -1
1, 1.74828, 4928, 8779, -1, -1, -1, -1
2, 0.0334968, 5666, 32750, -1, -1, -1, -1
3, 3.97912, 112009, 600252, 2.97254e+11, 2.18879e+06, 9, -1
7, 5.18617, 2483, 13916, 1.82994e+06, 178.065, -1, -1
3, 0.0524035, 2683, 14989, 5.78994e+06, 2316.56, 0, -1
6, 0.0288124, 9581, 50331, 5.78994e+06, 956.383, -1, -1
7, 0.344863, 3223, 16225, 907.613, 6.12353, -1, -1
8, 0.0885212, 3223, 15576, 190.909, 4.91658, -1, -1
9, 0.0305678, 3223, 15576, 141.08, 4.40019, -1, -1
6, 0.017749, 6462, 30913, 141.08, 4.31071, -1, -1
7, 0.160107, 3606, 17399, 50.5253, 4.0573, -1, -1
8, 0.0903901, 3606, 17354, 50.5253, 3.99532, -1, -1
9, 0.0290629, 3606, 17354, 20.5733, 3.85604, -1, -1
6, 0.0161438, 5929, 28033, 20.5733, 3.98767, -1, -1
7, 0.115617, 3779, 18245, 20.5733, 3.87735, -1, -1
8, 0.0739554, 3779, 18227, 20.5733, 3.85322, -1, -1
9, 0.0289742, 3779, 18227, 20.5733, 3.78656, -1, -1
6, 0.024355, 8916, 44008, 26.2544, 4.0827, -1, -1
7, 0.203176, 5145, 25688, 14.8202, 3.86066, -1, -1
8, 0.160052, 5145, 25664, 12.1551, 3.81425, -1, -1
9, 0.0363987, 5145, 25664, 10.4805, 3.68527, -1, -1
6, 0.0202139, 7863, 38240, 10.4805, 3.84857, -1, -1
7, 0.139662, 5345, 26747, 9.98201, 3.71117, -1, -1
8, 0.111161, 5345, 26730, 9.98201, 3.69453, -1, -1
9, 0.0354517, 5345, 26730, 9.98201, 3.62808, -1, -1
7, 0.101459, 5112, 25610, 9.19735, 3.62232, -1, -1
4, 7.16112, 5112, 25610, 9.19735, 3.62232, -1, -1
5, 0.0404534, 1418, 4956, 9.19735, 3.71595, -1, -1
-1, 13.0149, 1418, 4956, 9.19735, 3.71595, 0, 489
